seller_id,seller_zip_code_prefix,seller_city,seller_state,total_gmv,avg_order_value,total_items,total_freight,avg_freight,unique_orders,unique_products,avg_review_score,review_count,review_score_std,total_reviews,bad_review_rate,avg_shipping_days,median_shipping_days,avg_delivery_days,median_delivery_days,delivery_success_rate,category_count,sku_count,first_order_date,last_order_date,total_orders,active_days,order_frequency,revenue_per_order,items_per_order,is_active,business_tier,cluster_tier,cluster_tier_name
179d859f51292aac5c10806a356f7af9,9411,ribeirao pires,SP,404.47,21.29,19,395.8,20.83,18,8,4.32,19,1.06,19,5.26,1.74,1.0,6.63,6.0,100.0,1,8,2018-06-29 00:34:12,2018-08-10 16:02:36,19,43,0.4419,22.47055555555556,1.0555555555555556,1,Basic,1,Silver
f52c2422904463fdd7741f99045fecb6,9230,santo andre/sao paulo,SP,567.79,43.68,13,177.01,13.62,12,10,4.31,13,1.25,13,7.69,1.0,1.0,3.62,3.0,100.0,3,10,2018-06-15 21:52:01,2018-08-21 18:44:58,13,67,0.194,47.31583333333333,1.0833333333333333,1,Bronze,1,Silver
6d22a1fcebb6dd08c9cd90b92a93e8d0,89215,joinville,SC,723.7,55.67,13,222.73,17.13,12,9,4.31,13,1.25,13,7.69,3.08,2.0,11.85,14.0,100.0,2,9,2017-08-27 23:06:38,2018-01-26 14:27:45,13,152,0.0855,60.30833333333334,1.0833333333333333,1,Bronze,1,Silver
2f74af7a0ee5636f12c2336f9fffed47,2376,sao paulo,SP,560.7,43.13,13,163.77,12.6,13,12,4.31,13,1.25,13,7.69,3.38,3.0,5.38,4.0,100.0,3,12,2017-06-04 12:09:58,2017-11-20 18:50:52,13,170,0.0765,43.13076923076923,1.0,1,Bronze,1,Silver
ead2bab70821ea148476ae9bc08548ac,31980,belo horizonte,MG,412.1,45.79,9,116.2,12.91,9,4,4.3,10,1.16,10,10.0,0.78,1.0,5.67,4.0,100.0,1,4,2017-10-04 16:29:59,2018-08-01 17:19:21,9,302,0.0298,45.78888888888889,1.0,1,Basic,1,Silver
1acde099eb406aa220b1169b188b42da,2532,sao paulo,SP,311.1,31.11,10,147.4,14.74,9,9,4.3,10,1.34,10,10.0,1.5,1.0,10.0,10.0,100.0,1,9,2017-09-10 22:32:14,2017-11-06 12:41:01,10,57,0.1754,34.56666666666667,1.1111111111111112,1,Basic,1,Silver
b274baf5bbd142410eb2958cf685d684,95780,montenegro,RS,585.9,83.7,7,148.67,21.24,7,7,4.29,7,1.25,7,14.29,0.43,0.0,5.29,4.0,100.0,2,7,2018-05-16 12:51:33,2018-07-20 11:33:51,7,65,0.1077,83.7,1.0,1,Bronze,1,Silver
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP,407.4,58.2,7,123.98,17.71,7,3,4.29,7,1.5,7,14.29,3.14,2.0,4.14,3.0,100.0,2,3,2018-07-31 12:54:10,2018-08-23 11:20:57,7,23,0.3043,58.2,1.0,1,Basic,1,Silver
28405831a29823802aa22c084cfd0649,3644,sao paulo,SP,245.0,35.0,7,88.18,12.6,7,1,4.29,7,0.76,7,0.0,3.67,4.0,2.5,1.0,85.71,1,1,2018-06-26 16:00:19,2018-08-18 18:29:46,7,54,0.1296,35.0,1.0,1,Basic,1,Silver
385799a1cddbd26dfeb9157356a42282,4676,sao paulo,SP,633.93,90.56,7,82.61,11.8,5,4,4.29,7,1.5,7,14.29,2.67,2.0,2.67,1.5,85.71,2,4,2017-03-28 16:03:34,2017-09-09 16:16:29,7,166,0.0422,126.786,1.4,1,Bronze,1,Silver
ff4e2d38692ce827b1a4f4b8196e680d,3319,sao paulo,SP,518.9,47.17,11,150.28,13.66,11,3,4.27,11,1.1,11,9.09,2.82,2.0,5.64,5.0,100.0,2,3,2017-08-20 16:31:57,2018-07-08 10:36:42,11,322,0.0342,47.17272727272727,1.0,1,Bronze,1,Silver
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,364.45,33.13,11,94.87,8.62,9,4,4.27,11,0.79,11,0.0,1.09,1.0,3.09,3.0,100.0,2,4,2018-05-03 20:25:44,2018-07-31 20:56:04,11,90,0.1222,40.49444444444444,1.2222222222222223,1,Basic,1,Silver
508808d438fe2ff972ed13bb8f4a82e2,3963,sao paulo,SP,294.83,26.8,11,122.64,11.15,10,10,4.27,11,1.19,11,9.09,0.6,0.5,3.1,2.0,90.91,7,10,2018-08-04 21:13:47,2018-08-27 22:34:17,11,24,0.4583,29.483,1.1,1,Basic,4,Gold
ba5daa4041e1f15cdf34b76e3e18a450,4363,sao paulo,SP,806.8,53.79,15,152.55,10.17,15,11,4.27,15,1.28,15,13.33,1.33,1.0,3.6,1.0,100.0,1,11,2018-02-03 12:38:58,2018-08-20 11:16:03,15,198,0.0758,53.78666666666666,1.0,1,Bronze,1,Silver
0249d282d911d23cb8b869ab49c99f53,5676,sao paulo,SP,393.0,35.73,11,138.88,12.63,11,4,4.27,11,1.27,11,18.18,4.09,2.0,5.09,4.0,100.0,1,4,2017-09-18 20:48:19,2018-03-22 22:37:56,11,186,0.0591,35.72727272727273,1.0,1,Basic,1,Silver
6d988d6174a2c27441597174f8905515,87070,maringa,PR,371.73,16.16,23,365.47,15.89,19,6,4.26,23,1.29,23,13.04,11.7,10.0,6.7,6.0,100.0,2,6,2017-04-02 15:41:12,2018-08-09 15:39:32,23,494,0.0466,19.564736842105265,1.2105263157894737,1,Basic,2,Bronze
de66a66f2dd06bb9ec37aa96987466a3,20910,rio de janeiro,RJ,353.32,44.16,8,115.66,14.46,7,2,4.25,8,1.39,8,12.5,6.12,5.5,7.75,7.0,100.0,2,2,2016-10-10 11:08:53,2017-02-04 21:38:34,8,118,0.0678,50.47428571428571,1.1428571428571428,1,Basic,1,Silver
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,801.89,100.24,8,111.82,13.98,8,5,4.25,8,1.49,8,12.5,1.75,2.0,10.12,5.0,100.0,5,5,2018-01-17 08:46:59,2018-08-03 18:35:52,8,199,0.0402,100.23625,1.0,1,Bronze,1,Silver
6e4a902d1054e4e17aa6eab87fac1c75,18090,sorocaba,SP,586.57,73.32,8,109.13,13.64,7,4,4.25,8,1.04,8,12.5,2.38,2.0,3.25,1.5,100.0,3,4,2018-08-06 23:49:14,2018-08-21 21:15:52,8,15,0.5333,83.7957142857143,1.1428571428571428,1,Bronze,1,Silver
e3a386fc36e22064434e1fa256f6a9fa,13165,engenheiro coelho,SP,793.9,46.7,17,253.25,14.9,16,10,4.24,17,1.2,17,11.76,1.53,1.0,8.06,4.0,100.0,1,10,2018-01-23 17:08:56,2018-08-16 06:29:04,17,205,0.0829,49.61875,1.0625,1,Bronze,1,Silver
4200ddf1967c5e41e48db62bc6d4b5ac,9710,sao bernardo do campo,SP,734.8,17.5,42,487.93,11.62,22,25,4.24,37,1.28,37,16.22,1.98,2.0,5.98,4.0,100.0,1,25,2017-08-20 19:18:04,2018-04-18 14:22:18,42,241,0.1743,33.4,1.9090909090909087,1,Bronze,1,Silver
1d503743d2526f03f0c2c89540ee008c,1035,sao paulo,SP,516.04,30.36,17,204.49,12.03,12,7,4.24,17,1.35,17,11.76,1.41,2.0,6.71,3.0,100.0,5,7,2018-01-25 15:23:17,2018-07-15 12:57:22,17,171,0.0994,43.00333333333333,1.4166666666666667,1,Bronze,1,Silver
a2fa0bdc798ee84cdb08281337cf4fb6,88063,florianopolis,SC,392.75,30.21,13,218.27,16.79,10,7,4.23,13,1.54,13,15.38,10.55,8.0,8.64,8.0,84.62,1,7,2017-03-08 10:33:45,2018-03-16 04:11:03,13,373,0.0349,39.275,1.3,1,Basic,2,Bronze
d9442042130b7fe579d1295f9f4a248f,3550,sao paulo,SP,772.16,35.1,22,338.88,15.4,19,8,4.23,22,1.41,22,13.64,4.18,4.0,6.23,6.5,100.0,4,8,2017-04-23 00:17:47,2017-09-11 20:01:57,22,142,0.1549,40.64,1.1578947368421053,1,Bronze,1,Silver
b3f19518fcec265b2e97af287725f981,15170,tanabi,SP,486.91,54.1,9,137.57,15.29,9,4,4.22,9,0.83,9,0.0,2.0,1.0,8.0,7.5,88.89,1,4,2017-03-20 20:01:39,2017-08-26 12:44:06,9,159,0.0566,54.10111111111112,1.0,1,Basic,1,Silver
c7a0a13cbcf29d5ce51c8f80afdc0b89,89170,laurentino,SC,483.08,53.68,9,174.72,19.41,8,4,4.22,9,1.09,9,11.11,3.11,3.0,6.22,4.0,100.0,2,4,2017-10-04 23:18:03,2018-08-08 23:12:35,9,308,0.0292,60.385,1.125,1,Basic,1,Silver
c33a5c3c983090c8b78a28e65052a20d,88802,criciuma,SC,629.1,69.9,9,145.06,16.12,9,3,4.22,9,1.56,9,22.22,0.89,1.0,9.75,11.5,88.89,1,3,2018-01-15 10:28:06,2018-06-24 23:22:22,9,161,0.0559,69.9,1.0,1,Bronze,1,Silver
d0d70d21e2234dd7cd3cf63fe414148a,58865,sao bento,PB,598.4,66.49,9,366.59,40.73,8,6,4.22,9,1.3,9,11.11,1.33,1.0,6.78,7.0,100.0,1,6,2018-06-28 00:41:07,2018-08-15 20:43:17,9,49,0.1837,74.8,1.125,1,Bronze,1,Silver
39d61be7a92eb77b7da367bd4845bc0e,13420,sao paulo,SP,700.59,50.04,14,209.03,14.93,7,6,4.21,14,1.12,14,14.29,4.29,5.0,5.43,4.5,100.0,1,6,2018-03-21 20:35:30,2018-08-07 14:24:03,14,139,0.1007,100.08428571428573,2.0,1,Bronze,1,Silver
7b7ed56ae755e2880f2b69632e839c1e,74230,goiania,GO,321.5,64.3,5,135.1,27.02,5,4,4.2,5,1.1,5,0.0,1.2,1.0,5.2,4.0,100.0,1,4,2018-08-07 08:05:25,2018-08-15 19:33:04,5,9,0.5556,64.3,1.0,1,Basic,1,Silver
5f0057b677eb963672bf05dfa3f16c34,1309,sao paulo,SP,312.88,62.58,5,67.01,13.4,5,5,4.2,5,1.79,5,20.0,3.0,2.5,3.5,3.5,80.0,3,5,2016-10-07 21:19:32,2017-02-19 22:31:47,5,136,0.0368,62.576,1.0,1,Basic,1,Silver
851773c885feb5e2da3b4f82bc2b17ce,18683,lencois paulista,SP,585.3,58.53,10,251.83,25.18,10,8,4.2,10,1.32,10,10.0,1.2,1.0,14.7,9.0,100.0,1,8,2018-02-08 13:55:48,2018-08-26 13:33:43,10,199,0.0503,58.53,1.0,1,Bronze,1,Silver
df47da4ae86fa4db890d05aaf24e21d8,4360,sao paulo,SP,310.5,62.1,5,77.18,15.44,5,2,4.2,5,1.79,5,20.0,1.4,1.0,4.8,5.0,100.0,2,2,2018-07-23 17:57:33,2018-08-23 10:47:14,5,31,0.1613,62.1,1.0,1,Basic,1,Silver
ba6b68b55fe8704377a7d43c8e5c0185,30130,belo horizonte,MG,739.77,147.95,5,92.45,18.49,5,3,4.2,5,1.3,5,20.0,2.6,2.0,7.0,7.0,100.0,2,3,2017-05-02 06:49:31,2017-06-03 14:27:54,5,33,0.1515,147.954,1.0,1,Bronze,1,Silver
ab9db4cf53b08b828b64dccaafc2d9f0,96530,paraiso do sul,RS,277.67,55.53,5,125.76,25.15,5,4,4.2,5,1.79,5,20.0,2.5,2.0,8.25,8.0,80.0,3,4,2017-05-18 17:35:59,2018-07-19 14:24:09,5,427,0.0117,55.534000000000006,1.0,1,Basic,1,Silver
c84592044b180dec206770c38603814b,1026,sao paulo,SP,511.94,34.13,15,224.26,14.95,15,5,4.2,15,1.26,15,13.33,1.93,1.0,10.07,9.0,93.33,4,5,2018-02-28 14:53:09,2018-05-22 20:31:58,15,84,0.1786,34.129333333333335,1.0,1,Bronze,1,Silver
